review
"I have never had a pair of Air Jordan's before and I love them. I bought these in the black and white, I also bought the ""Jumpman MVP"" ones in men's as well. They are so comfortable and such amazing quality. I wear a size 8.5 in women's and I got a size 7 in both pairs sense they are men's and they perfectly. I'm a lesbian but I'm not girly I'm more masculine so air jordans are definitely my style."
Listen..when I tell you ..the green glow is slept on...it is sleeeept on...great shoe! Must cop
Very comfortable shoe fit for all type of event.
These shoes are so comfortable and amazing in person. They feel really good on the feet. Only downfall is getting your foot in them the first couple times but after that it’s like putting a sock on. Highly recommend
"They seem cheap and poorly made, tough to break in and plastic like they are knockoffs. Terrible since they look so nice."
One of my shoes was smaller than the other taking them back to exchange very disappointed
Had to add these to my collection as soon as they dropped.  Wasn’t a purple fan until I picked these up.  Classic and comfortable as usual on the dunks.  Fit true to size!
My first ever Nike's! These shoes are more yellow in real life but the purple contrasts the color making it appear whiter. Very neat and fitting. I love them so much!!!
"I’ve always been an AF1 girl (I have 6 pairs different colors), but just purchased my first ever Dunks in this color and I love how much lighter it is compared to AF1. Thinking about buying one more as the other one I’m eyeing that was in big kids size White/Light Iron Ore/Gum Light Brown/Smoke Grey is sold out in my siz 😭. Anyways, this color will do and love that it’s not too bright."
"LOVE THESE SNEAKERS! I am in typically in between 6.5 and 7 in Nikes. I went with the 6.5 and am glad I did. They are narrow, but definitely not undersized. I have a good 1/4-1/2 in in the toe."
"I absolutely love these shoes. They are a little narrow but nothing uncomfortable. Nike shoes always fit me big. I am normally a size 5.5/6 so I got 5.5 & these fit perfectly. If I got a 6, I'm sure they would be less narrow. But I'm okay with a little squeeze. I love these shoes so much, I got the blue ones also."
These sneakers are so cute and comfy but I do not recommend these sneakers if you have very wide feet.
I don’t need to tell you about the high quality of this product. However I will tell you this is my daughter favorite pair of shoes. She would sleep in them if she could.
Look really nice in person. Pictures don’t do them justice. Glad I took a chance and got them.
"I love this shoes,  the color is perfect 👌"
This shoes are so underrated this shoes are so nice and they feel really good.The calor way is just simple and easy to match.K love this shoe
I love 5’s but this color hard to keep clean this a one time wear shoe because when it stains it’s there. Other then that Love Them
Good product...nice color ...size is so good ... and it will useful..🥰🥰🥰
I love them they look better in person I can’t wait to wear them
Love these silver low J1s!! They're my favorite pair so far. They are super stylish and go with any outfit.
This is a super cute shoe. However I am very disappointed in the creasing of the shoe. I wore them one time and they creased so bad. Too expensive to have crease marks after one wear.
"When it was time to replace my Metcon 4, I bought both Metcon 5 and Metcon 4 in the same size at the same time. Metcon 5 is a lot roomier overall but more so in the toe box area. I prefer the Metcon 4 as it gives me the stability I need for both cardio and strength exercises I do. Please do not discontinue Metcon 4."
I was skeptical about these and if they would actually make a difference. The stability they give and support is absolutely amazing. I’m so impressed I sad I waited so long.
[This review was collected as part of a promotion.] Love the color and very comfortable. Would recommend this style shoes for workouts!
"Everything goes with this shoe, feels great."
"Great Shoe!
Stylish, elegant, and sporty!
Both my boys have this style for over a year and keep on getting them this model constantly.
You won’t regret if you purchase it."
"This Nike shoe never go wrong with some elegant clothes, they fit perfectly fine , I love them they very elegant and sport shoes at the same time , classic and clean"
Failed to fetch page: 404 Client Error: Not Found for url: https://www.nike.com/t/air-jordan-12-retro-mens-shoes-9rPt0x/CT8013-057
Very cushiony. Great grip on the road. But awful heel slip. Runs 1/2 size too big and absolutely killed the arch of my foot as well as the inside and outside of my feet. I have a narrow foot and these just were not it for me. Literally could not finish a 2 mile run and had to take them off to get back home. I wanted them to be great. They are pretty!
This shoe has lots of cushion. You don’t feel the impact while running or walking. The reason I don’t give it a 5 is because of the slippage on the back of the heel and it doesn’t give me lots of ankle support.
Nice shoes it is and it's very comfortable
Very comfortable and shape is on point.  Air Max 1s are my fav Nike casual shoe for the versatility and shape. The Max Air heel unit is comfy and the forefoot is nice as well ( not sure if there is an Air unit up front or not).
Love this shoe! Very comfortable!!
"Nike always comes through with color and style, and the Air Max 1 is one of my faves. I had been looking for a shoe with these colors and as usual, Nike came through!"
"My 6 year old nephew loves Nikes and loves red, unfortunately these low tops were a bit burgundy. He didn’t like them until we convinced him-they were a little off-red."
I like everything about the shoe
"Nike always the best, love nike products"
Runs small. Order half size up!
Outstanding Quality and Design
They fit great. And I love them. I shoes them to a friend and he ordered them.
You have to size up I’m an 8 and need 8.5. Just be aware
"Super cute and versatile! I had to size up because they run small. A bit narrow but if you size up, you should be okay."
"I received a lot of compliments on these. They look really good in person. They are very comfortable, order your normal size. I wore them to work for about 8 hours walking throughout the day and they did not hurt my feet at all."
"Great shoes, really comfortable."
[This review was collected as part of a promotion.] Love these shoes. I needed a pair that were nice enough to wear to work but have the cushion of a tennis shoe. The flexible sole is super comfortable.
"Was looking for a comfortable walking shoes. 
These shoes are great!"
My grandkids loved the shoes. I just ordered some more.
My daughter loves them and they are very stylish on the eye. 👌🏾😎
My daughter love it and wear it everyday.
"I have worn this particular shoe for years.   I have had the black/silver, the red/white, the white/white, the silver/white, the black/white, currently have the white/black and just received the white/blue.  I love love love this show.  fits my foot better than any other shoe I have had.   I will be sad if they quit making this particular one."
The shoe doesn’t fit me well.  The heel slips and even when I tie it tight my heel slips with each step.  Super disappointed .
"Love these trainers, they fit perfectly and are so comfortable. Excellent value for money."
"I have never had a pair of Air Jordan's before and I love them. I bought these in the black and white, I also bought the ""Jumpman MVP"" ones in men's as well. They are so comfortable and such amazing quality. I wear a size 8.5 in women's and I got a size 7 in both pairs sense they are men's and they perfectly. I'm a lesbian but I'm not girly I'm more masculine so air jordans are definitely my style."
Listen..when I tell you ..the green glow is slept on...it is sleeeept on...great shoe! Must cop
Very comfortable shoe fit for all type of event.
"Big fan of air force but love these dunk low, great looking"
Nice
"I ordered the shoes online. They were ready in a timely manner. Went to the store for pickup, hey were up front and ready to go."
No reviews available
"My daughter loved,she said where comfy"
"Super quality, super fast delivery, very good communication and updates !"
"""White Nike Air Force trainers are my new favorite. They look clean and stylish, go with everything, and offer all-day comfort. The classic design and versatility make them a must-have in my wardrobe. These sneakers are not just fashionable but also easy to clean, making them a practical choice for any occasion."""
No reviews available
Listen to other reviews and go up 2 sizes! My son is in 5C but will probably be in 6c soon. I purchased a 6C and most of his heel was hanging off the back. Reordering an 8C because they are too cute and super easy to get on!
These are really nice but runs a little small.
"I’m so happy that Nike had this in stock and available for my baby , can’t wait for my baby to explore with the new sandals in the water."
Clean n crisp. Very durable shoe that can be used for nearly every look you choose.  Dress it up or down these classics go with everything all seasons.
The new easy on are a life saver literally no more re lace every time I go buy forces I mean ofc when I need a quick pair from the stores unless they put easy on in stores to what would be pretty cool but I have no idea but nice cheap good fashion looking shoes go with most outfits and also big big big thing I would do also is get shoe insoles for long days @ work or date night walk around comfy please
Fits well I love it
Failed to fetch page: 404 Client Error: Not Found for url: https://www.nike.com/t/air-jordan-6-retro-yellow-ochre-mens-shoes-QLGPHR/CT8529-170
I love these shoes bought them for my daughter and she also loved them
Bought them for my girl she loves em. Really good colorway.
"These were on my 2 year old nephew’s birthday gift wish list, and he looked so happy opening the shoe box. He immediately wanted to put them on. Quality shoes, good fit. Closed toe to protect little toes but open in just the right places to make them a breathable summer shoe. You can’t go wrong with black. It matches everything. Price was reasonable too."
I bought these for my 12 month old granddaughter and she loves them
Great summer shoe for babys
"These shoes are gorgeous looking and very comfortable. I am ordering another pair in orange, in the women's shoes. My foot is narrow in this shoe, so I haven't an issue with the width. I do have balance issues, due to medical...However, I'm able to walk and stand in these shoes without any problems. They are beautiful and bouncy, for lack of a better word. I have been wearing Nike's for the past 35 years and I love them. I highly recommend them to everyone. The sizing is spot on and they are very light weight. Like a feather!"
"Fast shoes!! A tiny bit narrow but still great. Love the bright colors, they make me want to run faster!! I’d buy them again."
"This is the best pair of racing shoes I've ever owned. I've been a runner since middle school. I ran in college, burned out, and took a few years off. When I got back into running in 2022, I didn't know what shoes were cool and what to do for racing. I train in HOKAs and have a pair of their carbon plated shoes. I bought these to run my first ever marathon and they lived up to the hype. I did a training run the week before in them to break them in. I trained hard for this race, but these shoes have a lot to do with my Boston marathon qualifying time. I would recommend to any serious runner looking to run faster in races. They are insanely light with great responsiveness and they didn't hurt my wider feet."
"I absolutely love these shoes,  these are a must have for your sneaker collection. There very comfortable and I've gotten alot of compliments."
My favorite Jordans to purchase are the Mids! I absolutely love this color and they are so comfortable to wear. Also true to size for me.
This is my second pair.I get so many compliments! Love the color combination.
"Amazing, so comfortable I wear them almost everyday they are so comfortable"
[This review was collected as part of a promotion.] Very low quality but priced match. So I liked that
"I bought them for heavy lifting. Great shoes, no complains."
My son loved these sneakers 👟 he got the perfect outfit for them. Nice fit too. Perfect size.
I can't really say anything bad about Jordan brand.
I got these shoes for my son and they fit & look so good on him. They match all of his outfits. I definitely recommend these for kids or adults
"Very girly. I love the soft pastel. Perfect for Spring.

The dunks can be dressed up or down. I rocked these with a pair of Barrel jeans and ruffle shirt on Easter Sunday and they were perfect for the occasion.

The only down lapse to the dunks is the toe bed seems a tad narrow and I wear regular width shoes. Otherwise I’d give these 5 stars"
[This review was collected as part of a promotion.] These shoes are comfortable. I can match them with a lot of my clothes.
I absolutely LOVE these dunks the quality and color.. I wear sz 8 and they are very comfortable
"Love this show comfortable and stylish, love the cream laces and bottoms"
[This review was collected as part of a promotion.] I’m in love with them and the color came out just like the picture
10/10 I love these shoes can't wait to wear them
"I have run in more than 30 pair of Nike ""go fast"" shoes (4%, next%, vaporfly, alphafly, etc.) since 2018 and have appreciated all of them for various reasons. I have typically also gotten great mileage out of each model and version.  Typically, more than 300 miles.  Except for the Alphafly 3's   Both shoes are fraying on the upper outside heel area to the left and right of the pull-on strap.  This is after 25 miles.  I have a running buddy and hers are doing the same thing.  Fast shoes while they last.  Have a second pair still in box.  Will definitely be using these only for PR or BQ races."
"Absolutely Awesome… every run in these I have gone further, faster and had fresher legs afterwards! Which really is what these shoes are all about, they are genuinely so much fun you just want to keep running! The only annoying thing is that none of my other shoes feel quite so good now I’ve got these 😂"
"I absolutely LOVE Alphaflys, but this version is unfortunately much worse than the earlier ones. I ended up having to return them which is nuts because they're my favorite shoe. They removed some of the fun bounce from before that was saving my knees for long runs, they also redesigned the heel in such a way that it gave me terrible blisters! I tried 2 different pairs in case one had a factory malfunction. Unfortunately, same thing. Please bring back the earlier Alphafly designs!"
Exactly what I wanted and was shipped fast.
Fantastic I’m really happy with my choice good service and quality
"I loved Gucci colour just
wowowowowowowowowowowowowowowowowowow"
"Ordered the shoes on a Tuesday & received them on a Thursday. I was impressed with the fast shipping. They came in great condition, the box was not smashed or damaged. Super cute style for baby to match parents.  Thank you Nike."
Love it!! Super nice and true size
Got these for my daughter fits perfectly she’s gotten lots of compliments!
Great shoe. Looks good and feels wonderful
These shoes look even better in person!
Love the shoes and very comfy to wear at the golf course.
"So comfy ! Could dress it up
Or down"
[This review was collected as part of a promotion.] Great shoe you can wear with so many different outfits. They fit true to size.
"I own two pairs and about to get a third. I wear these in the street, at work and just about every where. They are so nice and not everyone owns them so they’re unique. These are so comfortable especially if you have a wider foot."
"This air max is very comfortable, it's light and very nicely crafted.."
"These nike Air Max 1bring shoes to the present time from the future.  
They are easy to clean and very comfortable 8g78"
Failed to fetch page: 404 Client Error: Not Found for url: https://www.nike.com/t/air-jordan-1-retro-high-og-white-and-gold-womens-shoes-Hnf3kV/FD2596-107
Great shoe. Reviews said that the shoe runs small and to order a half size bigger. Shoes do NOT run small so they are a hair to long in the toe. But other than that they fit nicely.
Comfortable out of the box love these
"Great training shoe. Looks good and is very light weight in my opinion. Great for a stationary, weights or any other polymeric workout."
Perfect shoes for a perfect day 🖤🤍
"My daughter love her new Nike Dunk,"
My Sister Uses These Every Other Outfit To Add A Splash Of Touch To Each Style! These Shoes Are Great Because They're So Versatile. The Not So Great Part Is How Fast It Took To Crease Them Unfortunately.
Very narrow and ugly with the yellow foam sticking out of the tongue. They look fake.
Love these super comfortable. Very stylish shoes!!
Really cute! I love them! They fit well and true to size.
Causal wear
"Love these sneakers. They fit perfectly, don’t slip off and look awesome!!!"
This is the first shoe that I purchased for my 3 month old. I ordered a size 1 and it fit perfect on him. I purchased this shoe for photos for all 3 of my children. These shoes made their photos come out great.
Awesome shoes a little bit stetch but okay
Comfortable and love the style.  🔥
They are very nice but are narrow so I had to size up.
No reviews available
"I’m a 9.5 wide and ordered 10 because there’s no wide sizes offered by Nike. The 10 was too big in the heel, my foot kept slipping out. I would have exchanged for 9.5 but the toe box wasn’t wide enough"
TTS but definitely a bit on the clunkier side. I’m not sure what’s easy on with these shoes but they’re super cute and incredibly comfy. I wore them all weekend in NYC and no issues
"Got the purple and I love the color! I went a half size down from my regular Nike size but could have gone down a full size.  They truly are easy on, easy off.  

I just love how comfortable they are and how stylish they look!"
"As my first Jordan 1 i think they lowkey fire, I give ot a 4 tho because I decided to lace swap them with a dark green to fit the logo more"
Got this for my step son and dude really loved them
Runs small but looks very nice
This style is so cute & casual. My daughter ended up going up a half size because her feet are more wide. Other than that they’re cute and perfect for this spring/ summer season that we are coming into.
"[This review was collected as part of a promotion.] Purchased for 10-year old basketball, my son loves the fit and really likes the vibrant colors."
Good fit and color way options have gotten a couple pairs for the kiddo.
"Great trainers. Easy for daughter to slip on and off due to laziness.
Quick delivery, reasonably priced."
"A great shoe at a great price point, my lad loves them because he can slip them on and not worry about getting them dirty"
Failed to fetch page: 404 Client Error: Not Found for url: https://www.nike.com/t/air-jordan-2-retro-python-mens-shoes-1dBD2H/DR8884-102
Nice colors but they crease and that's bad
These sneakers are amazing and the color is perfect. I can’t wait to rock them. I recommend
"This shoe just looks great over all! Its really easy to match and the black laces looks amazing on them but since we are talking about laces, it would be amazing if it came with red laces. But other then that its an amazing shoe and I'm thinking about buying them."
"These are probably the most comfortable pair of shoes I’ve own in a long time!! If you're a person who’s on their feet 10hrs a day, or if you’re hitting the gym for a couple of hours these are your best bet I promise you."
"I would have givin it 5 stars but
The heel collapses and makes it extremely hard to get on. Other than that they are comfortable. Also runs small. Most Nikes run small. Why?"
"Best sneaker on the market for us older women. Colors were ugly. Stick to the black and white and you will sell many of these once people try them. Please do not discontinue this so because of the soul makes the shoe in the soul is bendable and perfect for people who have a hard time finding good sheets, especially older women, I will continue to buy these until I pass away. That’s how good they are the best I have ever owned. Please do not stop making a shoe that is extremely comfortable and nobody else makes a sole quite like this one. Please do not discontinue the sole of this shoe."
No reviews available
"Great shoes!! Super cute and comfy for my son. He loves them! The fit is perfect and snug! If your between sizes, I'd say size up."
The shoes are really nice and my kid thinks they're comfortable. To pick up at the store customer service was fast and easy.
Super good looking shoes but seem like they run small. These are 1/2 a size larger than other Nikes we've bought our son and he says these feel small. Will likely be returning.
"Bought for myself size 11, now my son wants some. Need kid sizes"
"My 11 year old lineman loves these. He said they are bet comfortable. The color is very beautiful, they also run true to size. My son is in a size 11. Gonna purchase another pair in black but I think I will size up a half size so they can last another season."
Bought these for my son and he loves them.
No reviews available
"The green is such a vibrant color that stands out.  The shoes is great for walking long distances and is also very comfortable.  Also, for $120 it’s a a double win."
"Ordered this shore for my son. He generally wears a size 12 Nike shoe. I read reviews that said the shoe runs small. I ordered him a 12.5. He could get the shoe on his foot it was so small. I wore a size 11, and the shoe was too small for me. Order at your own risk."
"Great golf show, size up for the perfect fit."
"[This review was collected as part of a promotion.] Comfortable shoe, allows easier movement during play. Easier on feet with walking"
Got these for my wife. She says they’re comfy and likes the way they look.
"I have worn the Nike Pegasus most of my life.  However, I really like the Nike Vomero 17.  The cushion of the shoe is great and the fit is good.  I have a narrow foot and the toe box is a little wide for me.  Great job, NIKE!"
Horrible shoe broke after an hour of use was slipping everyone couldn’t even play baskrtvall
Bought these for my husband and he loves them - lightweight and comfortable with the wide width. It was an easy choice since he already owned a pair. The dark color is great too because it is easy to keep it looking clean.
"Shoes fit true to size, are very comfortable, and perfect for a wide foot. Would highly recommend to anyone who wants a reasonably priced athletic shoe for large feet."
"I bought these specifically for an event where I needed to be on a concrete floor for 2 days on a knee that is 2 weeks from a total replacement. They were outstanding! I felt great and was able to carry on normally after my hard floor experience. If you need the comfort and support for your adventures, give these a try!"
"Top marks for comfort and style.  They seem to run a little big.  May want to consider order a half-size smaller.  They are none too wide, though.  If you have a EE- foot, they are tight.  Not tight enough to uncomfortable, but a little tighter than you want. I have only worn them for 3 rounds, so I am hoping for a little stretch.

I have real doubts about how they will perform in dewy/wet grass.  If you play in the wet, these may not be for you."
Very similar to air Jordan sneakers but about 1 size bigger so order down a size from your air Jordan sneaker size.
Love these shoes!! So comfortable and they look great for The Masters!!
Awesome looking and the price was amazing. these shoes fit my gym lifestyle.
Such an awesome shoe. Love the colors. Durable but also flexible. I wear a size 11 in everything but I needed a size 10 1/2 for these shoes!
These things are soooooo small. I got an 11 and it matches inch for inch with a 9.5.
"Great service, an got the order faster than thought..thnkX"
No reviews available
"very poor quality falls apart very fast lace cap fell off hole in my spike and more developing on the other, stains socks pink when slightly wet and when dry lightly stains. These spikes work great but arent worth the money hopefully i just recieved a faulty pair. had since indoor and worn 25ish times. im a sprinter so i dont use them that much even."
[This review was collected as part of a promotion.] These were purchased for my grandson’s track season. He loves them!!
Spikes are good! I wouldn’t recommend these spikes if you have wide feet. I am a 9.5 but i got these spikes in a 10 because they run small. Very lightweight.
"I really wanted to love this shoe. It was comfortable and i could wear it for extendable periods of time. However, it has one very fatal flaw: Within 10 days of use, I noticed scruff marks on the inner facing air bubble. They look really bad on an otherwise perfect pair of black sneakers. I purchased black soleley for the reason that dirt wouldnt show and this was a complete bummer. I returned the shoe. I would recommend that Nike redesign the plastic of the air bubble to make it less prone to scruff marks. A quick google on air max 270s shows that this is a pretty common issue and folks have resorted to all kinds of mitigations to fix it. I wouldn't expect something like this for a brand new shoe."
"As always, This is my fave style of air max and I have almost 13 of them in different colors. I needed a blus replacement and this finally was available in my size so I had to get them. BEST SNEAKER AVAILABLE!!"
[This review was collected as part of a promotion.] I purchased this shoe about a month ago. I absolutely love this shoe. This makes my third pair (I have them in other colors of course). They’re not only great for working out but also very comfortable as an everyday walking shoe. Go grab a pair today! They have many awesome colors to choose from. You won’t be disappointed!
"My son loves these shoes so much that we buy the same shoes every single year. From the color scheme to the durability, these shoes are perfect for everyday!!"
Bought for my son to play basketball in and he loves them
These shoes are great for playing basketball and I bought these for my son. He loves them very comfortable and very stylish at the same time.
These slides cold and comfortable #BigBlue
"If you have big feet SIZE UP, I have to return this tmrw cause they are small"
"These are not like regular dunks…. I repeat not the same…. These are wider and the tongue is longer. They aren’t horrible, but not what I was expecting.  Looking down my feet look wider than what they are, but in the mirror they are ok. Not sure if I will keep. Just keep it in mind"
"These dunks are very stylish and comfortable. I'm a size 10 in women, but I order size 9 women and size 8 in men for dunks. They seem to run big, and I have wide feet. The tongue on the TWISTS are thicker than the other dunks. The swoosh is actually raised off of the shoes at the end. The ONLY con is the green is not as dark as the picture posted."
"Bought these a couple of weeks ago. So comfy, with a cushioned sole, waterproof and feel like your walking on fresh air. True to size. I am a size 5.5."
The soul came undone within a WEEK. And not waterproof after a month
"These were very nice but I need more of an indoor gym sneaker, rather than an outdoor pair."
No reviews available
They arrived on time and the shoes are great. My kid loves them.
Great price for soccer cleats. My son can be very picky about his shoes and how they fit. He likes these very much and they seem to fit very well.
Soccer
Prettier than I expected in person. 10/10
Very cute high top for young girl. Goes with everything.
Beautiful shoes. This is the second pair of J's that I have bought for my fiancé. They're well built and the relaxed neutral colorway goes with a ton of her wardrobe.
Very comfortable especially for diabetics with feet problems. Strongly recommend
"These are the most comfortable shoes I've ever bought from Nike. They are a perfect width for my flat feet (no arch at all). They look good. They feel good—nice plush insides. 

I only rated the shoe 4 out of 5 because the insoles started to move inside the shoe. Maybe it's because I have sweaty feet. I wear stance socks so they absorb moisture. But the insoles constantly move when I'm exercising for more than 2 hours at a time. 

I use these shoes mainly to play pickleball. I also use them for walks and lifting weights. 

Again, I love the shoes. A small bit of feedback - insoles constantly move when my feet get sweaty."
"I’m onto my 6th pair of Infinity’s (including the older models). They’re consistently comfortable. Ideal for a neutral runner, but  brilliant for those in need of stability. So much cushion for long runs. Thats generic across all models. The 4th edition carries on with this. The only complaint is the extra weight and thicker upper means they’re warmer and slower. They also run a half size small, which is unusual for Nike. Not a deal breaker at all because they’re still a fantastic shoe but I do keep a pair of the 3rd edition for an event/race."
Best shoe ever 10 10 10 10 10 across the board
"Great comfort, right to my size"
"So the age old Metcon debate of the 5s vs the 9s finally has another contender. 
As a hooper I am use to a little spring in my step but as I am in the weight lift I do need to be standing flat. Enter this shoe with the perfect amount of cushion to allow you to do all activities whilst also keeping you stable and secure under the iron. 9/10, only feedback would be that the cushion around the ankle could be a little softer. 
Keep them coming and more colour ways please!"
"Very comfortable shoe that makes HIIT workouts awesome. The toe area is not stiff for anything like Bulgarian Splits or Mountain Climbers but I don’t mind that. Sometimes in HIIT classes we are required to run and it’s not comfortable in the METCON’s. I use METCON for gym only lifting and these for HIIT. I have the bone colored pair and these and they get dirty fast doing HIIT but I have good shoe cleaner and stain repellent but I also bought the Black Pair. I really like the sturdiness and cushion, bouncy feel they have because it relieves pressure on the knees and back. Great shoe and awesome design!!!!"
1st day of practice. The shoes were very slippy. Don’t know if the soles had some sort of sheen on or what. But when we did live wrestling. I was slipping a lot. I hope they aren’t this slippery all year. I bought a pair of Nike Inflicts the previous week. They are fine.
"Very ,very please with shoes!!"
PERFECT! Great fit...nice look.
Got these in violet for my 16 month old granddaughter in a 4t. She is closer to a 3 1/2 but these fit well. Easy to get on too.
Real cute for my 16 month old granddaughter. A little heavy for her feet. Thought the shoes were lighter in weight.
Very comfortable cleats and great touch on the ball and help you with your speed.
"Bought my first pair back when the 2022 World Cup kicked off and coming from the predator edges to these, the thinner upper material gave me a closer feeling to the ball like playing barefooted and was able to finally get my goal kick technique down to a crisp"
[This review was collected as part of a promotion.] A recently purchased these cleats for my son that plays for an Academy team and the 1st day he wore them to practice everyone was asking him where he got is new cleats. My sin says that they are super comfortable.
"Cute and comfy a bit heavy for a toddler but very cute, I get them a size bigger so he can grow into them but no slipping off even if it’s a bit big"
Good quality sturdy toddler trainer
[This review was collected as part of a promotion.] My son really likes it. He likes the no shoe lace feature
"[This review was collected as part of a promotion.] Bought these for my 14yr old and he loves the look, feel and comfort."
"[This review was collected as part of a promotion.] My son says the fit is nice. 
Easy to slip on & off too."
No reviews available
Great fit and very comfortable. The extra support and cushioning give me extra stability when walking long distances or carrying heavy loads. I have very weak ankles and these have alleviated alot of the associated discomfort. Helps that they also feel well made with detailed construction making them more tasteful than most dad shoes.
Love these Nike trainers. I wish I had sized a half size down though. Shoe sizes are confusing now though. I am a 5 in Dunks but I would have been better with the 4.5 in the P-6000
"Definitely size down a half size or even a full size i had read the reviews and opted to size down from a 6 to a 5.5 but will but a 5 next time and im always usually a 6 , surprisingly lightweight and breathable and lovely colour way and very fashionable love them"
Great job. Will order again thanks for your support.
"A true sneaker like no other. Light weight, supportive, and comfortable. Your feet will love this shoe. Highly recommend!"
Love my shoes and easy done and received
liked the shoe but didn't have ankle support and it seems like shoestrings don't stay tight
I would recommend going a half to one full size up as these shoes have a lot of padding. I can wear all day comfortably. Probably my most comfortable shoe to wear and I always get compliments for the style.
Never had shoes that made my feet so hot
"[This review was collected as part of a promotion.] Nice shoes
Very comfortable
They run true to size."
Great shoes and good support! Go up half to one size if you have medium to wide feet.
Very good I love the colors this was for my 11 month old baby sister
No reviews available
I got these cleats for my nephew. He’s trying out for high school football and he loves them and how they fit comfortable there pretty lightweight.
No reviews available
