product_id,full_price,discounted,current_price,product_url,description,ratings,reviews
DD9473-300,90,True,74.97,https://www.nike.com/t/phantom-gx-academy-multi-ground-low-top-soccer-cleats-1810WZ/DD9473-300,"Looking to take your game to the next level? Academy cleats give you the precision touch you need to let your innermost playing instincts dazzle. Featuring NikeSkin and a mesh touch zone to help enhance your precision and an agility plate that’s designed to swerve and sprint with you, it’s ready to ignite your spontaneous playmaking spirit.Shown: Hyper Turquoise/Fuchsia Dream/White/BlackStyle: DD9473-300",4.6 Stars,35
DM9028-001,52,True,32.97,https://www.nike.com/t/omni-multi-court-baby-toddler-shoes-xqkfzB/DM9028-001,"What’s Omni, you ask? It means universal, inclusive and all. Playtime is about freedom and imagination. As the ultimate play shoe, there are no limits when your kiddo pulls these Nikes on. They’re durable for any indoor surface (hint: helpful for early walkers), and lightweight to make getting around easy.Shown: Black/AnthraciteStyle: DM9028-001",3 Stars,2
DM9073-700,160,True,89.97,https://www.nike.com/t/air-max-flyknit-racer-womens-shoes-m3w0cV/DM9073-700,"Throw tradition out the door? Never. Paying homage to both heritage and innovation, we've blended two icons to go beyond what's expected. Light, airy Flyknit pairs beautifully with oh-so-comfy Air Max cushioning. Lace up and let your feet do the talking.Shown: Volt/White/Sequoia/BlackStyle: DM9073-700",4.5 Stars,142
FD6723-100,90,True,64.97,https://www.nike.com/t/phantom-gx-2-academy-mg-low-top-soccer-cleats-hMcXSW/FD6723-100,"Looking to take your game to the next level? The Phantom GX 2 Academy helps put you in prime position of the net, whether you're the organizer, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the cleat while Nike Cyclone 360 traction helps guide your unscripted agility.Shown: White/Metallic Gold Coin/BlackStyle: FD6723-100",5 Stars,2
DV7775-101,70,False,70.0,https://www.nike.com/t/tanjun-easyon-mens-shoes-xPNgsR/DV7775-101,"Forget the hype—the Tanjun brings you simplicity at its best. This version features Nike EasyOn technology for a hands-free experience. The flexible heel collapses when you step in then snaps back into place, making it easy to slip on and off. Plus, the light and airy design is a go-to for daily wear.Shown: White/White/Volt/WhiteStyle: DV7775-101",4.6 Stars,17
FJ2601-100,52,False,52.0,https://www.nike.com/t/jr-phantom-luna-2-club-little-big-kids-mg-high-top-soccer-cleats-p5Z6fp/FJ2601-100,"Whether you’re starting out or just playing for fun, Club cleats get you on the field without compromising on quality. Created with goals in mind, the Jr. Phantom Luna 2 Club has a grippy texture covering the striking area of the cleat and reliable traction to help guide your unscripted agility.Shown: White/Metallic Gold Coin/BlackStyle: FJ2601-100",5 Stars,3
FJ2603-001,72,False,72.0,https://www.nike.com/t/jr-phantom-luna-2-academy-little-big-kids-mg-soccer-cleats-nLpHdL/FJ2603-001,"You’ve found the net, whether you set up a pal with a great pass or made a fantastic move. Now, go score. These cleats have a sticky texture where you kick the ball the hardest. That way you have control of your shot when the net is in range. We created it with goals in mind.Shown: Black/BlackStyle: FJ2603-001",0 Stars,0
FJ2583-001,140,False,140.0,https://www.nike.com/t/phantom-gx-2-pro-tf-low-top-soccer-shoes-qsssR4/FJ2583-001,"Serious about your game? We made this for you. In the middle of the storm, with chaos swirling all around you, you’ve calmly found the final third of the field, thanks to your uncanny mix of on-ball guile and grace. Go finish the job in the Phantom GX 2 Pro. Take your skills to the next level with some of Nike’s greatest innovations, like a stretchy Flyknit upper and Nike Cyclone 360 traction guiding your unscripted agility.Shown: Black/BlackStyle: FJ2583-001",3.7 Stars,3
FD4116-400,50,False,50.0,https://www.nike.com/t/calm-mens-slides-4hQGBf/FD4116-400,"Enjoy a calm, comfortable experience—no matter where your day off takes you. Made with soft yet responsive foam, these lightweight slides are easy to style and easy to pack. While the water-friendly design makes them ideal for the beach or pool, the minimalist look is elevated enough to wear around in the city. Time to slide in and check out.Shown: Game Royal/Game RoyalStyle: FD4116-400",4.4 Stars,265
FD6722-001,67,False,67.0,https://www.nike.com/t/jr-phantom-gx-2-academy-little-big-kids-mg-low-top-soccer-cleats-lMxlkR/FD6722-001,"Looking to take your game to the next level? The Jr. Phantom GX 2 Academy helps put you in prime position of the net, whether you're the organizer, assister or finisher. The rest is up to you.Shown: Black/BlackStyle: FD6722-001",4.5 Stars,15
FB9731-401,42,False,42.0,https://www.nike.com/t/force-trout-9-keystone-big-kids-baseball-cleats-Chljvz/FB9731-401,"You want to be great? Go do it all on the field, fast, with force, just like Mike Trout. The Trout 9 is lighter, stronger and more comfortable than the previous iteration. Most of all? It's now a low-top design, harkening back to Trout’s favorite cleat as a rookie. With a brand-new upper and a revamped midsole, it can help you leave a permanent imprint on the game. What’s your legacy going to be?Shown: Game Royal/Midnight Navy/Black/WhiteStyle: FB9731-401",4.5 Stars,2
FJ3451-001,120,True,81.97,https://www.nike.com/t/air-jordan-1-mid-se-big-kids-shoes-hfXjW4/FJ3451-001,"Take note: the adults in your life might have rules, but they also can inspire some amazing drip. Inspired by the wallpaper in MJ's childhood home, this AJ1 rocks bold florals and color-blocked canvas.Shown: Anthracite/Sail/Red Stardust/AnthraciteStyle: FJ3451-001",0 Stars,0
DA2725-600,135,True,75.97,https://www.nike.com/t/space-hippie-04-womens-shoes-PQFcRc/DA2725-600,"Space Hippie is a story of trash transformed. From the upper to the outsole, Space Hippie 04 is made of at least 25% recycled material by weight. Not only is it the most lightweight silhouette within the collection, its ‘Space Waste Yarn’ upper includes recycled content—made from recycled plastic bottles, t-shirts and yarn scraps—for a lower carbon footprint. A soft, Crater Foam midsole combines Nike grind with a blend of foams for stability and a unique aesthetic.Shown: Sweet Beet/Team Red/Photon Dust/BlackStyle: DA2725-600",4.7 Stars,57
FJ2552-001,90,False,90.0,https://www.nike.com/t/phantom-gx-2-academy-ag-low-top-soccer-cleats-x7RgsZ/FJ2552-001,"Looking to take your game to the next level? The Phantom GX 2 Academy helps put you in prime position of the net, whether you're the organizer, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the cleat while Nike Cyclone 360 traction helps guide your unscripted agility.Shown: Black/BlackStyle: FJ2552-001",5 Stars,1
DJ5955-040,47,False,47.0,https://www.nike.com/t/jr-mercurial-vapor-15-club-little-big-kids-indoor-court-low-top-soccer-shoes-hGnpbq/DJ5955-040,"Learn all the skills and drills, and use them in your next game with the Nike Jr. soccer shoes. Made for use in indoor gyms and street courts, they have the traction you need to stop quickly and run up the court. The durable design is meant to hold up through every practice and every minute on game day.Shown: Black/Hyper Royal/ChromeStyle: DJ5955-040",4.7 Stars,24
DQ8031-004,130,False,130.0,https://www.nike.com/t/air-huarache-craft-womens-shoes-Cp4dSR/DQ8031-004,"When it fits this good and looks this great, there's no question—you're leading the charge. From its stretchy, foot-hugging fabric to its sporty, supportive heel cage, the Huarache Craft remasters everything you love best about the iconic shoe. Plus, its plush foam midsole and incredibly soft upper give your feet bragging rights.Shown: Sea Glass/Light Iron Ore/White/Lilac BloomStyle: DQ8031-004",4.3 Stars,139
DV7786-101,70,False,70.0,https://www.nike.com/t/tanjun-easyon-womens-shoes-ZSq68w/DV7786-101,"Forget the hype—the Tanjun brings you simplicity at its best. This version features Nike EasyOn technology for a hands-free experience. The flexible heel collapses when you step in then snaps back into place, making it easy to slip on and off. Plus, the light and airy design is a go-to for daily wear.Shown: White/White/Volt/WhiteStyle: DV7786-101",4.6 Stars,48
DV4348-100,57,True,46.97,https://www.nike.com/t/jr-tiempo-legend-10-academy-little-big-kids-multi-ground-low-top-soccer-cleats-3tpbSH/DV4348-100,"Even Legends find ways to evolve. Made to take your game to the next level, the latest iteration of these Academy cleats has all-new FlyTouch Lite engineered leather. Softer than natural leather, it conforms to your foot and doesn't overstretch, so you can dictate the pace of your game. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the field, whether you're sending a pinpoint pass through the defense or tracking back to stop a breakaway.Shown: White/Bright Crimson/BlackStyle: DV4348-100",4.4 Stars,30
FJ2585-001,95,False,95.0,https://www.nike.com/t/phantom-luna-2-academy-ag-high-top-soccer-cleats-qrGnLq/FJ2585-001,"Looking to take your game to the next level? The Phantom Luna 2 Academy helps put you in prime position of the net, whether you're the organizer, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the cleat while Nike Cyclone 360 traction helps guide your unscripted agility.Shown: Black/BlackStyle: FJ2585-001",5 Stars,1
FQ3875-001,55,False,55.0,https://www.nike.com/t/alpha-menace-4-shark-football-cleats-wide-kJLfCJ/FQ3875-001,"Change the game in a flash with the Alpha Menace 4 Shark. With breathable mesh and synthetic leather harmonizing perfectly with our Nike Fastflex technology, it can help you make a game-saving tackle or hightail it to pay dirt.Shown: Black/Light Smoke Grey/Metallic Silver/WhiteStyle: FQ3875-001",0 Stars,0
DJ5629-700,100,True,84.97,https://www.nike.com/t/mercurial-superfly-9-academy-turf-high-top-soccer-shoes-pJ76Rf/DJ5629-700,"Instantly tilt the field in the bold design of the Superfly 9 Academy TF. It's loaded with a Zoom Air unit and flexible NikeSkin up top for exceptional touch, so you can dominate in the waning minutes of a match—when it matters most. Fast is in the Air.Shown: Lemonade/BlackStyle: DJ5629-700",4.4 Stars,28
DX9013-308,130,False,130.0,https://www.nike.com/t/luka-2-dragon-bridge-basketball-shoes-vcXFrk/DX9013-308,"Slovenia—Luka's home country—is the first nation to be declared a ""Green Destination of the World"" in its entirety. Celebrate its status with a Luka 2 inspired by the iconic Dragon Bridge of Ljubljana. The shoe's mindful construction (each pair is made with at least 20% recycled material by weight) honors the country's ongoing dedication to sustainability.Shown: Olive Aura/Oil Green/Sea Glass/Vivid OrangeStyle: DX9013-308",4.2 Stars,5
FD2149-200,150,False,150.0,https://www.nike.com/t/flyknit-bloom-womens-shoes-232glm/FD2149-200,"Say hello to Bloom—a versatile shoe for all-day wear. Breathable Flyknit plus flexible foam ensure maximum comfort, while customizable laces take outfits from zero to totally you. Your new on-the-go staple integrates seamlessly into your busy lifestyle to keep you stylish and versatile. Turn the streets into your playground and your runway.Shown: Taupe Grey/Wolf Grey/Particle Grey/BlackStyle: FD2149-200",4.3 Stars,19
DX6405-201,65,False,65.0,https://www.nike.com/t/jordan-hex-mule-womens-shoes-4Lm6XS/DX6405-201,Angling for a sportier mule? The Jordan Hex Mule uses the same edgy design made iconic by the Hex Slide to bring a closed-toe option perfect for the changing seasons.Shown: Amber Brown/Amber BrownStyle: DX6405-201,4.5 Stars,24
FD0677-100,100,True,85.97,https://www.nike.com/t/air-force-1-impact-next-nature-big-kids-shoes-kqDRpb/FD0677-100,"You'll score major points on the playground in this legendary classic. Crossing hardwood comfort with off-court flair, this thoughtfully made hoops original pairs crisp white leather with vibrant blue details and iridescent Swoosh logos for nothing-but-net style. Hidden Air units and durable '80s construction help keep them comfy so you can play all day.Shown: White/Blue Lightning/Blue LightningStyle: FD0677-100",5 Stars,2
DJ5956-700,47,True,31.97,https://www.nike.com/t/jr-mercurial-vapor-15-club-little-big-kids-turf-low-top-soccer-shoes-5MJN1D/DJ5956-700,"Learn all the skills and drills, and use them in your next game with the Nike Jr. shoes. Made with a rubber outsole, they have the traction you need for quick stops and running on turf. The durable design is meant to hold up through every practice and every minute on game day.Shown: Lemonade/BlackStyle: DJ5956-700",4.7 Stars,20
DJ5617-040,67,False,67.0,https://www.nike.com/t/jr-mercurial-vapor-15-academy-little-big-kids-multi-ground-low-top-soccer-cleats-jHklc1/DJ5617-040,"You've got the skills, you've got the game. Now show them off with the Nike Jr. soccer shoes. Pull tabs and dual straps combine for an easy-on design that eliminates the need for laces and helps get you on the pitch fast. But the best part? Zoom Air cushioning under the heel helps add bouncy comfort that lasts all throughout your game.Shown: Black/Hyper Royal/ChromeStyle: DJ5617-040",4.8 Stars,38
FN7104-010,190,True,166.97,https://www.nike.com/t/air-max-97-next-nature-womens-shoes-Fr6rM4/FN7104-010,"Keeping the classic rippled design lines and hidden lacing system of the original, this Air Max 97 gets a floral finish for a fresh look. Crisp leather and airy mesh create a layered upper, while accents of floral jacquard knit add rich texture and a tropical touch to every step. Of course, we kept the full-length Air cushioning, letting you capture the spotlight in comfort.Shown: Black/Light Magenta/Pink Foam/PhantomStyle: FN7104-010",4 Stars,2
FJ2566-001,95,False,95.0,https://www.nike.com/t/phantom-luna-2-academy-tf-high-top-soccer-shoes-Rp62MV/FJ2566-001,"Looking to take your game to the next level? The Phantom Luna 2 Academy helps put you in prime position of the net, whether you're the organizer, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the shoe while Nike Cyclone 360 traction helps guide your unscripted agility.Shown: Black/BlackStyle: FJ2566-001",0 Stars,0
DJ6524-103,45,False,45.0,https://www.nike.com/t/alpha-huarache-4-keystone-mens-baseball-cleats-dGXhG3/DJ6524-103,"Let the baseball world know what kind of bat-wielding beast you are. The cushy midsole is perfect for sprinting around the bags or robbing your opponent of extra bases in the field. The plush, breathable upper sports a strap that keeps you contained without adding any unnecessary weight. Plus, the grippy rubber cleats are tailor made for all-out effort plays.Shown: White/Pure Platinum/Black/Midnight NavyStyle: DJ6524-103",4.8 Stars,97
DD9549-300,62,True,51.97,https://www.nike.com/t/jr-phantom-gx-academy-big-kids-multi-ground-low-top-soccer-cleats-lXxWVz/DD9549-300,"Looking to take your game to the next level? Academy cleats give you the precision touch you need to let your innermost playing instincts dazzle. An agility plate that’s designed to swerve and sprint with you, it’s ready to ignite your spontaneous playmaking spirit. Even better, there’s no need to tie these! Use the pull tabs and the adjustable tongue to slip these on and play sooner.Shown: Hyper Turquoise/Fuchsia Dream/White/BlackStyle: DD9549-300",4.6 Stars,20
DD9469-300,90,True,75.97,https://www.nike.com/t/phantom-gx-academylow-top-soccer-cleats-qC0xHX/DD9469-300,"Looking to take your game to the next level? Academy cleats give you the precision touch you need to let your innermost playing instincts dazzle. Featuring NikeSkin and a mesh touch zone to help enhance your precision and an agility plate that’s designed to swerve and sprint with you, it’s ready to ignite your spontaneous playmaking spirit.Shown: Hyper Turquoise/Fuchsia Dream/White/BlackStyle: DD9469-300",3.3 Stars,3
394053-101,80,False,80.0,https://www.nike.com/t/wmns-initiator-kbt4lC/394053-101,"Put in miles with the comfortable support of the Nike Initiator. It has a breathable upper with a soft, cushioned design that helps you hit your stride with confidence.Shown: White/Metallic Silver/Mist Blue/CherryStyle: 394053-101",4.6 Stars,11
DZ0799-001,250,False,250.0,https://www.nike.com/t/air-max-scorpion-flyknit-se-mens-shoes-Tvw4kl/DZ0799-001,"We asked the Nike soothsayer what your future holds. The answer? A whole lotta comfort. Built around the concept of ""point loading"" (translation: great responsiveness, better sensation and improved cushioning), the Air Max Scorpion opens a new chapter in the book of footwear magic. Consult the crystal ball again: You'll see a disruptive design that pairs ultra-soft fabric, lightweight Flyknit and recycled material—the entire design is made with at least 20% recycled content by weight. Step outside and let the sun's magic take over by activating the UV-sensitive Nike Air unit. It's a true fashion-meets-sport aesthetic—the perfect finish for your spellbinding look.Shown: Black/Black/Black/FireberryStyle: DZ0799-001",4.6 Stars,8
FJ2609-100,67,False,67.0,https://www.nike.com/t/jr-phantom-gx-2-academy-little-big-kids-ic-soccer-shoes-7Zhm3N/FJ2609-100,"You’ve found the net, whether you set up a pal with a great pass or made a fantastic move. Now, go score. These no-tie shoes have a sticky texture where you kick the ball the hardest. That way you have control of your shot when the net is in range. We created it with goals in mind.Shown: White/Metallic Gold Coin/BlackStyle: FJ2609-100",0 Stars,0
DM8492-102,72,False,72.0,https://www.nike.com/t/air-zoom-arcadia-2-little-kids-shoes-jQ4nZT/DM8492-102,"It’s never too early to start. Give your kiddos those race-day vibes every time they pull on our Nike Air Zoom Arcadia 2. Learning to run and sprint is a breeze with our responsive Zoom Air cushioning. With an improved fit up top and an easy strap, little runners will reach the finish line in no time.Shown: White/White/Pure Platinum/WhiteStyle: DM8492-102",4.7 Stars,23
FZ4674-004,75,False,75.0,https://www.nike.com/t/flex-experience-run-12-womens-road-running-shoes-extra-wide-mzX9Fm/FZ4674-004,"Stay steady and keep progressing toward your running goals in the Flex Experience 12. Minimal with full range of motion from heel to toe, it’s made to move with every stride, pace and kick when you find your groove.Shown: Light Iron Ore/Metallic Gold Grain/Lilac Bloom/WhiteStyle: FZ4674-004",0 Stars,0
DR9885-101,75,False,75.0,https://www.nike.com/t/court-vision-low-womens-shoes-KPB597/DR9885-101,"The fastbreak style of '80s basketball meets the fast-paced culture of today's game, with the new Nike Court Vision Low. It has an upper inspired by old-school hoops sneakers and the classic rubber cupsole featured on some of the most iconic silhouettes of the past.Shown: White/Volt/Black/Sea CoralStyle: DR9885-101",4.7 Stars,11
FJ2605-100,72,False,72.0,https://www.nike.com/t/jr-phantom-luna-2-academy-little-big-kids-ag-high-top-soccer-cleats-Txz4kD/FJ2605-100,"Looking to take your game to the next level? The Jr. Phantom Luna 2 Academy helps put you in prime position of the net, whether you're the organizer, assister or finisher. The rest is up to you.Shown: White/Metallic Gold Coin/BlackStyle: FJ2605-100",0 Stars,0
DH3396-001,130,False,130.0,https://www.nike.com/t/superrep-cycle-2-next-nature-indoor-cycling-shoes-fNRjQJ/DH3396-001,"Designed to be more breathable than its predecessor, the Nike SuperRep Cycle 2 Next Nature lets you work towards your next PR during high-heat, fast-paced indoor cycling. An improved adjustable strap helps secure your feet during intense movement.Shown: Black/Anthracite/Volt/WhiteStyle: DH3396-001",4 Stars,22
FQ8937-100,105,False,105.0,https://www.nike.com/t/wio-11-mens-road-running-shoes-extra-wide-sZJDFJ/FQ8937-100,"Responsive cushioning provides a balanced ride for everyday runs. Experience energy return with a combination of Cushlon 3.0 foam and a full-length Nike Air unit in the midsole. Plus, an elastic midfoot band and spacious forefoot provide an accommodating, comfortable fit.Shown: White/Photon Dust/WhiteStyle: FQ8937-100",0 Stars,0
FJ2610-001,72,False,72.0,https://www.nike.com/t/jr-phantom-luna-2-academy-little-big-kids-tf-soccer-shoes-RTRkb4/FJ2610-001,"You’ve found the net, whether you set up a pal with a great pass or made a fantastic move. Now, go score. These shoes have a sticky texture where you kick the ball the hardest. That way you have control of your shot when the net is in range. We created it with goals in mind.Shown: Black/BlackStyle: FJ2610-001",0 Stars,0
FJ3450-001,70,False,70.0,https://www.nike.com/t/jordan-1-low-alt-se-baby-toddler-shoes-qNbmtW/FJ3450-001,"Grownups can inspire some amazing drip. With pastel pink textiles and a sweet floral pattern, these low tops pay homage to the wallpaper in MJ's mom's house. And the hook-and-loop alternative closure helps your little one get out the door in a flash.Shown: Platinum Violet/Anthracite/Red Stardust/SailStyle: FJ3450-001",0 Stars,0
DJ4702-002,250,True,187.97,https://www.nike.com/t/air-max-scorpion-flyknit-womens-shoes-370PFr/DJ4702-002,"We looked into the future and it's gonna be comfy. Featuring a ""point-loaded"" Air unit (cushioning that forms to your every step), the Air Max Scorpion Flyknit delivers a futuristic sensation. And because looks count, we've added a large Air unit to give your look an extra lift.Shown: Black/Black/Black/AnthraciteStyle: DJ4702-002",4.8 Stars,21
DJ5633-700,90,True,74.97,https://www.nike.com/t/mercurial-vapor-15-academy-indoor-court-low-top-soccer-shoes-TSszwm/DJ5633-700,"The field is yours when you lace up in the Vapor 15 Academy IC. It's loaded with a Zoom Air unit and flexible NikeSkin up top for exceptional touch, so you can dominate in the waning minutes of a match—when it matters most. Fast is in the Air.Shown: Lemonade/BlackStyle: DJ5633-700",4.4 Stars,15
DV4328-100,240,True,135.97,https://www.nike.com/t/tiempo-legend-10-elite-firm-ground-low-top-soccer-cleats-lJ1VMj/DV4328-100,"Even Legends find ways to evolve. The latest iteration of these Elite cleats has all-new FlyTouch Plus engineered leather. Softer than natural leather, it conforms to your foot and works with All Conditions Control (a grippy texture even in wet weather), so you can dictate the pace of your game. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the field, whether you're sending a pinpoint pass through the defense or tracking back to stop a breakaway.Shown: White/Bright Crimson/BlackStyle: DV4328-100",4 Stars,28
DQ0286-114,65,False,65.0,https://www.nike.com/t/air-max-systm-baby-toddler-shoes-847xwr/DQ0286-114,"Cassette mixtapes. Music videos on TV. Mall arcades. The '80s were fun and wild! We’re celebrating that wicked cool era with the Nike Air Max SYSTM. From the big and bold Air unit to design lines (inspired by our favorite throwback Air Max shoes), it’s all about bringing back what’s cool to a new generation.Shown: White/Phantom/Photon Dust/Total OrangeStyle: DQ0286-114",4.9 Stars,9
FJ2600-001,52,False,52.0,https://www.nike.com/t/jr-phantom-gx-2-club-little-big-kids-mg-low-top-soccer-cleats-f92kg8/FJ2600-001,"Whether you’re starting out or just playing for fun, Club shoes get you on the field without compromising on quality. Created with goals in mind, the Jr. Phantom GX 2 Club has a grippy texture covering the striking area of the shoe and reliable traction to help guide your unscripted agility.Shown: Black/BlackStyle: FJ2600-001",4.5 Stars,17
DV4342-700,85,True,72.97,https://www.nike.com/t/tiempo-legend-10-academy-turf-low-top-soccer-shoes-ZcsTFg/DV4342-700,"Even Legends find ways to evolve. Made to take your game to the next level, the latest iteration of these Academy shoes has all-new FlyTouch Lite engineered leather. Softer than natural leather, it conforms to your foot and doesn't overstretch, so you can dictate the pace of your game. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the field, whether you're sending a pinpoint pass through the defense or tracking back to stop a breakaway.Shown: Lemonade/Metallic Gold Coin/BlackStyle: DV4342-700",4.5 Stars,16
DJ5622-040,100,False,100.0,https://www.nike.com/t/mercurial-superfly-9-academyhigh-top-soccer-cleats-L57qX0/DJ5622-040,"Instantly tilt the field in the bold design of the Superfly 9 Academy AG. It's loaded with a Zoom Air unit and flexible NikeSkin up top for exceptional touch, so you can dominate in the waning minutes of a match—when it matters most. Fast is in the Air.Shown: Black/Hyper Royal/ChromeStyle: DJ5622-040",4 Stars,7
DD9293-001,70,True,48.97,https://www.nike.com/t/downshifter-12-mens-road-running-shoes-WSDLgV/DD9293-001,"Take those first steps on your running journey in the Nike Downshifter 12. Made from at least 20% recycled content by weight, it has a supportive fit and stable ride, with a lightweight feel that easily transitions from your workout to hangout. Your trek begins. Lace up and hit the road.Shown: Black/Dark Smoke Grey/Pure Platinum/WhiteStyle: DD9293-001",4.6 Stars,289
DV5456-111,67,False,67.0,https://www.nike.com/t/court-borough-low-recraft-big-kids-shoes-VFNdnQ/DV5456-111,"Run (don't walk) to your new favorite Borough. Made for the long haul, this ""recrafted"" legend uses a combination of durable materials on the upper and outsole to achieve a classic look made in a whole new way. A redesigned toe box and midfoot give your feet a little extra room so you can run, jump and play just a bit longer and a little bit harder.Shown: White/Pinksicle/Arctic OrangeStyle: DV5456-111",4.8 Stars,306
FJ2577-100,90,True,74.97,https://www.nike.com/t/phantom-gx-2-academy-tf-low-top-soccer-shoes-jtz9QQ/FJ2577-100,"Looking to take your game to the next level? The Phantom GX 2 Academy helps put you in prime position of the net, whether you're the organizer, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the shoe while Nike Cyclone 360 traction helps guide your unscripted agility.Shown: White/Metallic Gold Coin/BlackStyle: FJ2577-100",0 Stars,0
DZ2540-001,150,False,150.0,https://www.nike.com/t/metcon-9-easyon-womens-workout-shoes-k9NSLK/DZ2540-001,"Whatever your ""why"" is for working out, the Metcon 9 makes it all worth it. We improved on the 8 with a larger Hyperlift plate and added rubber rope wrap. Sworn by some of the greatest athletes in the world, intended for lifters, cross trainers, go-getters and it’s still the gold standard that delivers day after day. This version has Nike EasyOn technology—the flexible heel collapses when you step in then snaps back into place—to help make them easy to put on and take off.Shown: Black/Anthracite/Smoke Grey/WhiteStyle: DZ2540-001",4.4 Stars,27
DD9483-040,65,True,53.97,https://www.nike.com/t/phantom-gx-club-multi-ground-low-top-soccer-cleats-R6LhF7/DD9483-040,"Whether you’re starting out or just playing for fun, Club cleats get you on the field without compromising on quality. With synthetic leather and asymmetric lacing, they help provide precision touch to help you bury goals in the back of the net or set up a teammate with a pinpoint pass that swings the game in your favor.Shown: Black/Hyper Royal/ChromeStyle: DD9483-040",4.7 Stars,25
FJ2604-100,52,False,52.0,https://www.nike.com/t/jr-phantom-gx-2-club-little-big-kids-tf-soccer-shoes-1nchB1/FJ2604-100,"You’ve found the net, whether you set up a pal with a great pass or made a fantastic move. Now, go score. These no-tie shoes have a sticky texture where you kick the ball the hardest. That way you have control of your shot when the net is in range. We created it with goals in mind.Shown: White/Metallic Gold Coin/BlackStyle: FJ2604-100",0 Stars,0
FN0555-001,75,False,75.0,https://www.nike.com/t/infinity-g-nn-golf-shoes-FgMbtr/FN0555-001,"Give your on-course athleticism the full green light in the Infinity G NN. These shoes are perfect for today’s game: sleek and fast. Its running-shoe inspired build can help you uncoil your backswing or uncork a chip from the rough to green. Plus, a revamped outsole pattern is ideal for wet weather.Shown: Black/Smoke Grey/WhiteStyle: FN0555-001",5 Stars,1
DV4354-040,40,False,40.0,https://www.nike.com/t/jr-tiempo-legend-10-club-little-big-kids-indoor-court-low-top-soccer-shoes-ZKJfkK/DV4354-040,"Even Legends find ways to evolve. Whether you’re starting out or just playing for fun, the latest iteration of these Club shoes gets you on the field without compromising on quality. Synthetic leather conforms to your foot and doesn't overstretch, giving you better control. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the field, whether you're sending a pinpoint pass through the defense or tracking back to stop a breakaway.Shown: Black/Hyper Royal/ChromeStyle: DV4354-040",0 Stars,0
DV4341-700,85,True,65.97,https://www.nike.com/t/tiempo-legend-10-academy-indoor-court-low-top-soccer-shoes-HmGXMP/DV4341-700,"Even Legends find ways to evolve. Made to take your game to the next level, the latest iteration of these Academy shoes has all-new FlyTouch Lite engineered leather. Softer than natural leather and double-layered with mesh, it conforms to your foot, adds breathability and doesn't overstretch, so you can play with comfort and dictate the pace of your game. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the field, whether you're sending a pinpoint pass through the defense or tracking back to stop a breakaway.Shown: Lemonade/Metallic Gold Coin/BlackStyle: DV4341-700",4.7 Stars,11
FD6724-100,90,False,90.0,https://www.nike.com/t/phantom-gx-2-academy-easyon-mg-low-top-soccer-cleats-4blBds/FD6724-100,"Looking to take your game to the next level? The Phantom GX 2 Academy helps put you in prime position of the net, whether you're the organizer, assister or finisher. The rest is up to you. Created with goals in mind, NikeSkin covers the striking area of the cleat while quick traction helps guide your unscripted agility.Shown: White/Metallic Gold Coin/BlackStyle: FD6724-100",0 Stars,0
DV4330-040,240,True,184.97,https://www.nike.com/t/tiempo-legend-10-elitesoccer-cleats-4ptLMt/DV4330-040,"Even Legends find ways to evolve. The latest iteration of these Elite cleats has all-new FlyTouch Plus engineered leather. Softer than natural leather, it conforms to your foot and works with All Conditions Control (a grippy texture even in wet weather), so you can dictate the pace of your game. Lighter and sleeker than any other Tiempo to date, the Legend 10 is for any position on the field, whether you're sending a pinpoint pass through the defense or tracking back to stop a breakaway.Shown: Black/Hyper Royal/ChromeStyle: DV4330-040",3 Stars,1
FQ4016-001,47,False,47.0,https://www.nike.com/t/alpha-menace-4-shark-big-kids-football-cleats-wide-SQmVFx/FQ4016-001,"Change the game in a flash with the Alpha Menace 4 Shark. With breathable mesh and synthetic leather harmonizing perfectly with our Nike Fastflex technology, it can help you make a game-saving tackle or hightail it to pay dirt.Shown: Black/Light Smoke Grey/Metallic Silver/WhiteStyle: FQ4016-001",0 Stars,0
FN7999-303,70,False,70.0,https://www.nike.com/t/revolution-7-easyon-womens-easy-on-off-road-running-shoes-3KLT6K/FN7999-303,"We loaded the Revolution 7 with the sort of soft cushioning and support that might change your running world. Stylish as ever, comfortable when the rubber meets the road, and performative for your desired pace, it’s an evolution of a fan favorite that offers a soft, smooth ride. We added the quick-and-easy toggle system that makes taking these shoes on and off a breeze.Shown: Barely Green/White/Hemp/Metallic SilverStyle: FN7999-303",4.5 Stars,4
