product_id,full_price,discounted,current_price,product_url,description,ratings,reviews
DH9227-101,90,True,76.97,https://www.nike.com/t/brsb-skate-shoes-4zkJzG/DH9227-101,"A familiar favorite is reborn in the Nike BRSB. Almost every detail, from the color blocking to the sawtooth pattern on the sole, was inspired by the original Nike Cortez. But, because this shoe is built for skate, we added extras where they're needed—like the rubber from the sole that wraps up and over the heel and toe for durability. It also wraps the sides, adding an extra layer to high-use areas, like the ollie zone.Shown: White/White/Black/BlackStyle: DH9227-101",4.4 Stars,20.0
DZ2537-106,150,True,98.97,https://www.nike.com/t/metcon-9-womens-workout-shoes-xMlsHx/DZ2537-106,"Whatever your ""why"" is for working out, the Metcon 9 makes it all worth it. We improved on the 8 with a larger Hyperlift plate and added rubber rope wrap. Sworn by some of the greatest athletes in the world, intended for lifters, cross trainers, go-getters and it’s still the gold standard that delivers day after day.Shown: White/Luminous Green/Sea Glass/Lime BlastStyle: DZ2537-106",4.3 Stars,70.0
CN8560-002,50,True,39.97,https://www.nike.com/t/md-valiant-baby-toddler-shoes-RJGjJs/CN8560-002,"These everyday kicks throw it back by mashing up details from ‘80s running shoes. Plus, the Nike MD Valiant is full of history. They're named after the car that Nike's co-founder sold shoes out of during the early days—the '64 Valiant.Shown: Black/WhiteStyle: CN8560-002",4.7 Stars,51.0
FZ3552-612,100,True,79.97,https://www.nike.com/t/air-force-1-big-kids-shoes-PJlmCM/FZ3552-612,"Treat your feet to some warm fuzzies in this sweet Valentine's Day edition of the AF1. Plush, lightweight knit and smooth corduroy accents add a luxe sensation that's easy to fall for. Plus, a special sticker pack lets you share the love with a solemate.Shown: Fire Red/White/Pink Foam/Light CrimsonStyle: FZ3552-612",4.9 Stars,26.0
FQ9175-100,75,False,75.0,https://www.nike.com/t/jordan-3-retro-ivory-baby-toddler-shoes-JQBCNH/FQ9175-100,Your little star is gonna shine bright in these J's. The combination of a timeless look—you know we're talking about that luxurious elephant print texture—and quality materials means the playground will never be the same.Shown: White/Red Stardust/Sail/AnthraciteStyle: FQ9175-100,0 Stars,0.0
DD0204-104,85,False,85.0,https://www.nike.com/t/quest-5-mens-road-running-shoes-1tmPXN/DD0204-104,"You lace up in pursuit of new personal goals. Let the Nike Quest 5 help you reach those aspirations. This neutral trainer gives you a smooth, comfortable ride with plenty of traction. We focused on our foam, adding more cushioning for a better transition from heel to toe.Shown: White/Light Smoke Grey/Black/Fire RedStyle: DD0204-104",4.1 Stars,146.0
FZ5626-100,100,True,79.97,https://www.nike.com/t/air-pegasus-89-mens-shoes-jNw6LB/FZ5626-100,The Nike Air Pegasus '89 blends retro style with modern comfort. The encapsulated Air unit helps cushion each step while a knit upper with suede overlays supports all-day wear.Shown: White/Malachite/Photon Dust/BlackStyle: FZ5626-100,4.4 Stars,20.0
CW1629-006,60,False,60.0,https://www.nike.com/t/air-max-bolt-baby-toddler-shoes-HS1X99/CW1629-006,"The Nike Air Max Bolt is all about the Air that’s hard to miss. They are supportive and cushy to help little feet feel confident with every growing step. Plus, a strap makes taking them on and off super easy.Shown: Black/Dark Smoke Grey/Green Strike/ChromeStyle: CW1629-006",4.7 Stars,10.0
FJ2059-001,140,False,140.0,https://www.nike.com/t/nikecourt-air-zoom-vapor-pro-2-premium-mens-hard-court-tennis-shoes-S2hMgf/FJ2059-001,"For the rally that won’t relent or the marathon match that must end in your favor, go with the Vapor Pro 2. We brought back all the elements you enjoyed in the original Pro: The low-to-the-ground design and the springy Zoom Air cushioning that helps you break from baseline to baseline, with that familiar Vapor comfort that helps keep you fresh on unforgiving surfaces. To top it off, we gave this look a desert-inspired, multicolor design that's sure to help your game steal the spotlight.Shown: Phantom/Stadium Green/Barely VoltStyle: FJ2059-001",0 Stars,0.0
DV7903-003,150,True,112.97,https://www.nike.com/t/acg-mountain-fly-2-low-mens-shoes-kl94gN/DV7903-003,"On the trail, details matter. Fast, rugged and ready for whatever wild comes your way, the updated ACG Mountain Fly 2 is here to take you to the top. Over glacial-smoothed granite and root-twisted trails, we've reinforced every step with an extended toe cap and mountain-tough rubber sidewalls. Don't worry about pushing your hardest either—the breathable upper helps keep you from overheating and lets you air out quickly when wet.Shown: Light Iron Ore/Flat Pewter/Light Iron Ore/BlackStyle: DV7903-003",4.2 Stars,95.0
